Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0xlIUnG2X2TAU9rW8XbeQP,"Verdades","Verdades","Hansel Camacho",1992-08-12,256678,57,false,julianchy,2026-02-22T22:25:04Z,"salsa","FM Entretenimiento",0.663,0.929,10,-7.055,1,0.0357,0.301,0.0246,0.296,0.963,163.059,4
spotify:track:3yICms0ll0nqbBqHa2sCOr,"Deseo","Regálame Una Noche","Maelo Ruiz",2005-08-24,233226,64,false,julianchy,2026-02-22T22:25:25Z,"salsa,merengue","Codiscos",0.701,0.842,7,-5.346,1,0.0443,0.216,0,0.0715,0.672,169.934,4
spotify:track:3QorC3YeHA1zuGHwGCmBja,"Olvídala","2.000","Binomio de Oro de América",1998-01-01,304390,72,false,julianchy,2026-02-22T22:25:39Z,"vallenato","Codiscos",0.533,0.734,2,-5.281,1,0.0369,0.148,0,0.221,0.61,132.216,4
spotify:track:5LPALPnDEbOb1ymzOQRgzi,"Periódico de Ayer","Exitos, Vol.1","Héctor Lavoe",2020-09-30,400966,25,false,julianchy,2026-02-22T22:25:41Z,"salsa","Jibarito Records",0.509,0.856,8,0.442,1,0.0374,0.183,0.00000104,0.189,0.556,100.85,4
spotify:track:6dQBpbW4zmZZwWuAB1Xiwc,"Casanova","Corazón Guerrero","Willie Colón",1983-01-01,203520,46,false,julianchy,2026-02-22T22:25:51Z,"salsa,merengue,son cubano","Fania",0.488,0.525,2,-10.844,0,0.0747,0.663,0.00000179,0.0763,0.83,156.891,4
spotify:track:2ZyrAym0sRLwt4PhGotHuI,"LA VILLA","HOPI SENDÉ","Ryan Castro;Kapo;Gangsta",2025-10-23,192111,86,true,julianchy,2026-02-22T22:26:34Z,"reggaeton,latin afrobeats","AWOO Corp./Sony Music Latin",0.741,0.908,2,-3.383,0,0.0666,0.0492,0.0000106,0.103,0.876,180.067,4
spotify:track:04YMLAsyIAe1sLb6RO5YcC,"J Balvin: Bzrp Music Sessions, Vol. 62/66","J Balvin: Bzrp Music Sessions, Vol. 62/66","Bizarrap;J Balvin",2025-12-26,190384,75,false,julianchy,2026-02-22T22:26:43Z,"argentine trap,trap latino,urbano latino,reggaeton,latin","DALE PLAY Records",0.774,0.79,2,-5.376,0,0.0321,0.312,0.000359,0.117,0.511,129.959,4
spotify:track:4zqFA9MOG86u7uugR8QFDU,"DÓNDE","POR SI ALGUIEN NOS ESCUCHA","Kapo;Ryan Castro",2025-07-03,193386,78,true,julianchy,2026-02-22T22:26:45Z,"latin afrobeats,reggaeton","Sony Music Latin/La Industria",0.885,0.623,9,-5.129,1,0.236,0.132,0,0.217,0.633,92.01,4
spotify:track:0lMafSfME2iJEE972bsQaK,"Ba Ba Bad Remix","How You Bad Suh","Kybba;Sean Paul;Ryan Castro;Busy Signal",2025-10-03,146938,75,false,julianchy,2026-02-22T22:27:00Z,"dancehall,shatta,moombahton,reggaeton,reggae,lovers rock,ragga,riddim,soca,roots reggae","Basshall",0.68,0.591,9,-6.088,1,0.468,0.0287,0,0.302,0.509,98.003,4
spotify:track:2Kx9AfJPaJib9DwAdDYdB9,"BOMBASTIK<3","SENDÉ","Ryan Castro;Blaiz Fayah;Tribal Kush",2025-05-29,168000,69,false,julianchy,2026-02-22T22:27:03Z,"reggaeton,shatta,dancehall,moombahton,ragga","AWOO Corp./Sony Music Latin",0.681,0.697,1,-3.998,1,0.124,0.0674,0.00000788,0.149,0.848,180.038,4
spotify:track:5OQCghydcEeA76eGdJ6GEa,"CHÉVERE (joesón_type_beat)","CHÉVERE (joesón_type_beat)","ARIA VEGA",2026-01-15,189223,75,false,julianchy,2026-02-22T22:27:12Z,"latin afrobeats,champeta","Plush Records",0.751,0.851,8,-4.243,1,0.25,0.00659,0.000447,0.262,0.61,180.064,4
spotify:track:1C7NXX8UJ6pgNx8EkmyZDd,"si te pillara","BORONDO","Beéle",2025-05-15,184547,82,false,julianchy,2026-02-22T22:27:17Z,"latin afrobeats,reggaeton","5020 Records",0.503,0.673,5,-5.594,1,0.0773,0.59,0,0.396,0.343,103.814,4
spotify:track:6iOndD4OFo7GkaDypWQIou,"La Plena - W Sound 05","La Plena (W Sound 05)","W Sound;Beéle;Ovy On The Drums",2025-02-19,150001,88,true,julianchy,2026-02-22T22:27:30Z,"latin afrobeats,reggaeton","WEA Latina",0.894,0.643,5,-3.485,1,0.132,0.543,0.000984,0.101,0.659,99.039,4
spotify:track:46ufabZP6oK3ixmN6Gd753,"SANKA","SENDÉ","Ryan Castro;Dongo",2025-05-29,155265,76,true,julianchy,2026-02-22T22:27:43Z,"reggaeton","AWOO Corp./Sony Music Latin",0.859,0.622,2,-4.894,1,0.0693,0.0962,0,0.319,0.333,94.039,4
spotify:track:2QP041AcWg8PwPIWP95RKN,"top diesel","BORONDO","Beéle",2025-05-15,189456,81,false,julianchy,2026-02-22T22:27:48Z,"latin afrobeats,reggaeton","5020 Records",0.825,0.73,5,-4.007,1,0.11,0.144,0.000884,0.0435,0.77,99.995,4
spotify:track:4w6Wpq1KWk485krowaqUIV,"Viajando Por El Mundo","Tropicoqueta","KAROL G;Manu Chao",2025-06-20,268075,77,false,julianchy,2026-02-22T22:27:57Z,"reggaeton,latin,urbano latino,latin alternative","Bichota/Interscope Records",0.603,0.82,11,-5.76,0,0.154,0.166,0,0.18,0.826,163.942,4
spotify:track:3ddJ8Vbc5tYPxq5zKRVke6,"Coleccionando Heridas","Tropicoqueta","KAROL G;Marco Antonio Solís",2025-06-20,204794,85,false,julianchy,2026-02-22T22:28:03Z,"reggaeton,latin,urbano latino,grupera,ranchera,mariachi,latin pop","Bichota/Interscope Records",0.937,0.615,9,-5.632,1,0.0372,0.368,0,0.0799,0.65,115.012,4
spotify:track:64zQbQTwu4ppBEfWyhst9t,"Papasito","Tropicoqueta","KAROL G",2025-06-20,167180,79,false,julianchy,2026-02-22T22:28:13Z,"reggaeton,latin,urbano latino","Bichota/Interscope Records",0.909,0.773,4,-2.6,0,0.0403,0.217,0,0.341,0.739,116.967,4
spotify:track:2KrQbq3aqGOFGnkTKnN2XA,"LATINA FOREVA","Tropicoqueta","KAROL G",2025-06-20,159522,82,true,julianchy,2026-02-22T22:28:25Z,"reggaeton,latin,urbano latino","Bichota/Interscope Records",0.814,0.739,1,-2.899,0,0.0495,0.0123,0,0.0678,0.573,97.933,4
spotify:track:6Sv0CzVqzydd7NYQgAG70c,"Ivonny Bonita","Tropicoqueta","KAROL G",2025-06-20,222458,82,false,julianchy,2026-02-22T22:28:45Z,"reggaeton,latin,urbano latino","Bichota/Interscope Records",0.874,0.428,1,-8.076,0,0.0668,0.831,0,0.0943,0.724,120.02,4
spotify:track:6Z6SZeBkGP0qmJdq4RvvUY,"Mi Fortuna","Mi Fortuna","Ryan Castro;SOG",2025-12-01,157731,63,false,julianchy,2026-02-22T22:29:05Z,"reggaeton","AWOO Corp./Sony Music Latin",0.75,0.811,6,-5.345,1,0.0514,0.295,0,0.059,0.973,97,4
spotify:track:0fea68AdmYNygeTGI4RC18,"LA CANCIÓN","OASIS","J Balvin;Bad Bunny",2019-06-28,242573,90,false,julianchy,2026-02-22T22:29:29Z,"reggaeton,latin,trap latino,urbano latino","Universal Music Latino / Rimas",0.756,0.646,7,-5.795,1,0.319,0.152,0.0000181,0.108,0.429,176.088,4
spotify:track:7KbF6AdprOXEEHlsq11Z6d,"11 PM","11:11","Maluma",2019-05-17,175733,80,false,julianchy,2026-02-22T22:29:39Z,"reggaeton,latin,urbano latino","Sony Music Latin",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,4
spotify:track:2beS6dD5rovBxSA1zYoSHR,"No Me Conoce - Remix","Famouz","JHAYCO;J Balvin;Bad Bunny",2019-05-24,309120,85,false,julianchy,2026-02-22T22:29:46Z,"reggaeton,trap latino,urbano latino,latin","N&E Entertainment LLC",0.804,0.787,10,-3.824,0,0.0746,0.14,0,0.0927,0.562,91.974,4
spotify:track:69Ej1xrGjOcHvIMtMKxK0G,"Dile","The Last Don","Don Omar",2003-01-01,204600,85,false,julianchy,2026-02-22T22:29:58Z,"reggaeton,urbano latino","UMLE - Machete",0.822,0.713,9,-7.501,1,0.122,0.186,0.00013,0.0431,0.714,94.034,4
spotify:track:7bywjHOc0wSjGGbj04XbVi,"LUNA","FERXXOCALIPSIS","Feid;ATL Jacob",2023-12-01,196800,86,false,julianchy,2026-02-22T22:30:03Z,"reggaeton,urbano latino","UMLE - Latino",0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
spotify:track:6r46lnXFbE9fr2d3KNaGbe,"Imitadora","Golden","Romeo Santos",2017-07-21,234828,85,false,julianchy,2026-02-22T22:30:14Z,"bachata,latin","Sony Music Latin",0.737,0.709,8,-6.889,0,0.045,0.333,0,0.289,0.556,125.997,4
spotify:track:6I86RF3odBlcuZA9Vfjzeq,"Eres Mía","Fórmula, Vol. 2 (Deluxe Edition)","Romeo Santos",2014-02-25,250640,84,false,julianchy,2026-02-22T22:30:18Z,"bachata,latin","Sony Music Latin",0.843,0.729,6,-3.634,0,0.0374,0.401,0.0000012,0.206,0.903,123.046,4
spotify:track:5PycBIeabfvX3n9ILG7Vrv,"Propuesta Indecente","Fórmula, Vol. 2 (Deluxe Edition)","Romeo Santos",2014-02-25,235133,83,false,julianchy,2026-02-22T22:30:19Z,"bachata,latin","Sony Music Latin",0.757,0.632,2,-6.83,1,0.0549,0.499,0,0.0723,0.742,122.936,4
spotify:track:5u5MvmVtitax9R1Mxh3reC,"Dile Que Tu Me Quieres","Odisea","Ozuna",2017-08-25,226520,83,false,julianchy,2026-02-22T22:30:23Z,"reggaeton,trap latino,latin,urbano latino","VP Records Corp/Dimelo Vi",0.773,0.757,1,-4.959,1,0.0526,0.0864,0.00000373,0.0727,0.858,88.006,4
spotify:track:2Bhmj4XK33InfhqKPxcJ1v,"Dile al Amor","The Last","Aventura",2009-06-09,229360,83,false,julianchy,2026-02-22T22:30:27Z,"bachata","Premium Latin Music",0.825,0.605,11,-9.71,1,0.0376,0.0764,0,0.314,0.944,124.005,4
spotify:track:0atfY1ew83Ql9nNnJiD2t5,"Bonita","Bonita","J Balvin;Jowell & Randy",2017-06-02,265746,78,false,julianchy,2026-02-22T22:30:34Z,"reggaeton,latin,urbano latino","Rimas (J Balvin - Jowell & Randy)",0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,0.869,96.038,4
spotify:track:6Ges5C2IE738iJh4HyQizQ,"Ay Vamos","La Familia B Sides","J Balvin",2014-09-12,226413,80,false,julianchy,2026-02-22T22:30:40Z,"reggaeton,latin","Universal Music Mexico",0.718,0.711,8,-5.746,0,0.11,0.157,0.0000552,0.1,0.92,173.916,4
spotify:track:5zSOVwaY3sVjnmLhuEfsuf,"Tú Foto","Odisea","Ozuna",2017-08-25,193226,75,false,julianchy,2026-02-22T22:30:40Z,"reggaeton,trap latino,latin,urbano latino","VP Records Corp/Dimelo Vi",0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,4
spotify:track:2C2TGgFzrTRIOdQS1vUN5h,"Ginza","Energía","J Balvin",2016-06-24,171093,77,false,julianchy,2026-02-22T22:30:45Z,"reggaeton,latin","UMLE - Latino",0.73,0.809,5,-6.406,0,0.0878,0.208,0.00134,0.0805,0.825,101.972,4
spotify:track:6DUdDIRgLqCGq1DwkNWQTN,"Borro Cassette","Pretty Boy, Dirty Boy","Maluma",2015-10-30,207296,86,false,julianchy,2026-02-22T22:30:46Z,"reggaeton,latin,urbano latino","Sony Music Latin",0.73,0.701,5,-5.885,0,0.106,0.132,0,0.151,0.785,175.95,4
spotify:track:1iEwyiSLAunPR6uouANE0O,"El Perdedor","Pretty Boy, Dirty Boy","Maluma",2015-10-30,207168,82,false,julianchy,2026-02-22T22:31:02Z,"reggaeton,latin,urbano latino","Sony Music Latin",0.702,0.73,0,-5.173,0,0.099,0.425,0.00000125,0.148,0.879,173.967,4
spotify:track:5Fim1gaXBgsiFfsQAfQSDS,"Hasta el Amanecer","Fénix","Nicky Jam",2017-01-20,198706,81,false,julianchy,2026-02-22T22:31:08Z,"reggaeton,latin","Sony Music Latin",0.831,0.609,6,-6.043,0,0.0384,0.282,0,0.0761,0.589,94.013,4
spotify:track:456xBIOmLRoLzCvCzZrWge,"Safari","Energía","J Balvin;Pharrell Williams;BIA;Sky Rompiendo",2016-06-24,205600,77,false,julianchy,2026-02-22T22:31:14Z,"reggaeton,latin","UMLE - Latino",0.689,0.675,0,-4.281,1,0.32,0.531,0.00000317,0.115,0.604,180.077,4
spotify:track:4MzXwWMhyBbmu6hOcLVD49,"DÁKITI","EL ÚLTIMO TOUR DEL MUNDO","Bad Bunny;JHAYCO",2020-11-27,205090,81,true,julianchy,2026-02-22T22:31:17Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.731,0.573,4,-10.059,0,0.0544,0.401,0.0000522,0.113,0.145,109.928,4
spotify:track:7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi","ROSALÍA;Ozuna",2019-08-15,201040,77,false,julianchy,2026-02-22T22:31:21Z,"latin,reggaeton,trap latino,urbano latino","Columbia",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,4
spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Safaera","YHLQMDLG","Bad Bunny;Jowell & Randy;Ñengo Flow",2020-02-29,295176,84,true,julianchy,2026-02-22T22:31:25Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172,4
spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Ojitos Lindos","Un Verano Sin Ti","Bad Bunny;Bomba Estéreo",2022-05-06,258298,86,false,julianchy,2026-02-22T22:31:28Z,"reggaeton,trap latino,latin,urbano latino,latin alternative,electrocumbia","Rimas Entertainment LLC",0.647,0.686,3,-5.745,0,0.0413,0.08,0.00000134,0.528,0.268,79.928,4
spotify:track:5pXy29xzxR3aTB0SYRI590,"Blanco","Colores","J Balvin",2020-03-19,145680,61,false,julianchy,2026-02-22T22:31:32Z,"reggaeton,latin","UMLE - Latino",0.873,0.706,10,-5.371,1,0.175,0.029,0.00718,0.0871,0.65,99.985,4
spotify:track:0dKg2vGC1hFqcK5LGTaKzX,"Tusa","KG0516","KAROL G;Nicki Minaj",2021-03-26,201920,73,true,julianchy,2026-02-22T22:31:36Z,"reggaeton,latin,urbano latino","UMLE - Latino",0.799,0.701,2,-3.272,1,0.282,0.309,0.0000736,0.0514,0.607,100.946,4
spotify:track:6qoIFQfdmaQF9A1gb67tR7,"Ocean","OCEAN","KAROL G",2019-05-03,155946,71,false,julianchy,2026-02-22T22:31:40Z,"reggaeton,latin,urbano latino","UMLE - Latino",0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,4
spotify:track:1yoMvmasuxZfqHEipJhRbp,"Hawái","PAPI JUANCHO","Maluma",2020-08-21,199112,82,false,julianchy,2026-02-22T22:31:43Z,"reggaeton,latin,urbano latino","Sony Music Latin",0.783,0.727,6,-3.454,0,0.389,0.185,0.0000246,0.0626,0.558,180.067,4
spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,"HP","11:11","Maluma",2019-05-17,184546,70,true,julianchy,2026-02-22T22:31:52Z,"reggaeton,latin,urbano latino","Sony Music Latin",0.837,0.791,4,-3.157,0,0.0773,0.252,0.00000114,0.188,0.618,91.98,4
spotify:track:6zEgnpM0qYmHLDnh8WPejL,"Amarillo","Colores","J Balvin",2020-03-19,157733,72,false,julianchy,2026-02-22T22:31:59Z,"reggaeton,latin","UMLE - Latino",0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728,5
spotify:track:1syf62zw48zu4FrPwMtDHk,"Gris","Colores","J Balvin",2020-03-19,176626,60,false,julianchy,2026-02-22T22:32:07Z,"reggaeton,latin","UMLE - Latino",0.849,0.709,6,-4.717,0,0.0793,0.227,0,0.329,0.916,93.06,4
spotify:track:464uJVLmr0fDJGXOnciaDe,"Rosa","Colores","J Balvin",2020-03-19,189826,59,false,julianchy,2026-02-22T22:32:11Z,"reggaeton,latin","UMLE - Latino",0.653,0.561,9,-5.715,0,0.251,0.25,0.000112,0.435,0.37,175.979,4
spotify:track:7na7Bk98usp84FaOJFPv3d,"Tattoo","Tattoo","Rauw Alejandro",2020-02-13,202886,63,false,julianchy,2026-02-22T22:32:18Z,"reggaeton,urbano latino,trap latino,latin","(SME US Latin) Duars Entertainment, Corp. (2)",0.755,0.617,9,-5.144,1,0.182,0.0217,0,0.0625,0.745,193.896,4
spotify:track:3HTbI3yUJQw3fP0Po8qLcD,"Verde","Colores","J Balvin;Sky Rompiendo",2020-03-19,142546,59,false,julianchy,2026-02-22T22:32:25Z,"reggaeton,latin","UMLE - Latino",0.828,0.738,8,-4.295,0,0.0515,0.0381,0.492,0.0917,0.818,94.995,4
spotify:track:2hsA9YWuF3C9Gosi4dpjJN,"Negro","Colores","J Balvin",2020-03-19,182093,63,false,julianchy,2026-02-22T22:32:29Z,"reggaeton,latin","UMLE - Latino",0.796,0.911,0,-2.228,1,0.0874,0.0157,0.196,0.131,0.799,164.082,4
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,"Tití Me Preguntó","Un Verano Sin Ti","Bad Bunny",2022-05-06,243716,93,true,julianchy,2026-02-22T22:32:37Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
spotify:track:2JPLbjOn0wPCngEot2STUS,"Yonaguni","Yonaguni","Bad Bunny",2021-06-04,206710,82,true,julianchy,2026-02-22T22:32:46Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,0.44,179.951,4
spotify:track:0SqqAgdovOE24BzxIClpjw,"Yo Perreo Sola","YHLQMDLG","Bad Bunny",2020-02-29,172127,83,true,julianchy,2026-02-22T22:32:50Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.86,0.758,11,-5.16,1,0.0695,0.021,0.0000654,0.344,0.453,97.014,4
spotify:track:380HmhwTE2NJgawn1NwkXi,"Rojo","Colores","J Balvin",2020-03-19,150720,73,false,julianchy,2026-02-22T22:33:10Z,"reggaeton,latin","UMLE - Latino",0.662,0.598,11,-4.042,1,0.169,0.193,0.0000802,0.0855,0.403,172.249,4
spotify:track:2J9B63FawlTaPdg4eH5X03,"Loco","Loco","Beéle",2019-08-08,204000,76,false,julianchy,2026-02-22T22:33:12Z,"latin afrobeats,reggaeton","Hear This Music",0.82,0.565,6,-5.965,1,0.17,0.158,0.0000245,0.0469,0.773,105.11,4
spotify:track:35KmOEIUqAGn02t7n4qaIr,"Morado","Colores","J Balvin",2020-03-19,200266,70,false,julianchy,2026-02-22T22:33:19Z,"reggaeton,latin","UMLE - Latino",0.885,0.68,11,-3.837,0,0.0849,0.131,0.0000179,0.0876,0.78,97.005,4
spotify:track:5099x34vBakWpGkHourFxP,"Qué Pena","Qué Pena","Maluma;J Balvin",2019-09-27,212826,62,false,julianchy,2026-02-22T22:33:25Z,"reggaeton,latin,urbano latino","Sony Music Latin",0.635,0.661,11,-6.425,0,0.364,0.102,0,0.336,0.858,126.15,5
spotify:track:3HqcNJdZ2seoGxhn0wVNDK,"PROVENZA","MAÑANA SERÁ BONITO","KAROL G",2023-02-24,207626,84,false,julianchy,2026-02-22T22:33:27Z,"reggaeton,latin,urbano latino","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",0.863,0.502,1,-7.912,1,0.0496,0.61,0.00765,0.11,0.567,111.029,4
spotify:track:28GCbKgjlVD9eDmasGbe0T,"Me Fui de Vacaciones","Un Verano Sin Ti","Bad Bunny",2022-05-06,180929,76,false,julianchy,2026-02-22T22:33:30Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046,4
spotify:track:7FlQk2gJ6TBrHHiidvdR2O,"MAMIII","ESQUEMAS","Becky G;KAROL G",2022-05-13,226088,78,false,julianchy,2026-02-22T22:33:34Z,"reggaeton,latin,urbano latino","Kemosabe Records/RCA Records/Sony Music Latin",0.836,0.703,4,-3.554,0,0.0657,0.0845,0,0.138,0.902,94.048,4
spotify:track:1aUq8rjW1EwkAkMri4VfJy,"LOKERA","SATURNO","Rauw Alejandro;Lyanno;Brray",2023-01-24,197101,78,true,julianchy,2026-02-22T22:33:38Z,"reggaeton,urbano latino,trap latino,latin","Sony Music Latin/Duars Entertainment",0.836,0.826,11,-2.66,0,0.0461,0.213,0.00000603,0.0814,0.579,102.025,4
spotify:track:2CeKVsFFXG4QzA415QygGb,"Feliz Cumpleaños Ferxxo","FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","Feid",2022-09-14,155960,77,false,julianchy,2026-02-22T22:33:41Z,"reggaeton,urbano latino","UMLE - Latino",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4
spotify:track:505v13epFXodT9fVAJ6h8k,"AMARGURA","MAÑANA SERÁ BONITO","KAROL G",2023-02-24,170480,84,true,julianchy,2026-02-22T22:33:43Z,"reggaeton,latin,urbano latino","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",0.912,0.7,6,-3.331,0,0.068,0.163,0,0.174,0.535,106.981,4
spotify:track:0GJwUAlBMJTbY4VE7iE761,"UNA NOCHE EN MEDELLÍN - REMIX","MAÑANA SERÁ BONITO (BICHOTA SEASON)","KAROL G;Cris MJ;Ryan Castro",2023-08-10,205144,79,true,julianchy,2026-02-22T22:33:46Z,"reggaeton,latin,urbano latino,reggaeton chileno,chilean trap,chilean mambo","Bichota/Interscope Records",0.846,0.755,10,-2.47,0,0.0738,0.0361,0,0.0448,0.883,96.002,4
spotify:track:0lREs0EdgrMQQKw00yx0Ct,"Una Noche en Medellín","Una Noche en Medellín","Cris MJ",2022-01-21,153750,82,true,julianchy,2026-02-22T22:34:00Z,"reggaeton chileno,chilean trap,chilean mambo,reggaeton","Sonar LLC.",0.87,0.548,10,-5.253,0,0.077,0.0924,0.000046,0.0534,0.832,96.018,4
spotify:track:2qG5sZ7Si6sdK74qLxedYM,"Con Altura","Con Altura","ROSALÍA;J Balvin;El Guincho",2019-03-28,161626,73,false,julianchy,2026-02-22T22:34:07Z,"latin,reggaeton","Columbia",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,4
spotify:track:2D3z17LBMJ2HEHeBFFjTLi,"Reggaeton","Reggaeton","J Balvin",2018-11-17,158800,67,false,julianchy,2026-02-22T22:34:11Z,"reggaeton,latin","UMLE - Latino",0.747,0.74,4,-4.325,0,0.191,0.0165,0.0000994,0.101,0.552,176.059,4
spotify:track:5YJ4BVvTFmVCxUyhKejHfR,"Pa' Que Retozen","El Abayarde","Tego Calderón",2003-07-01,151666,81,true,julianchy,2026-02-22T22:34:15Z,"reggaeton,latin hip hop","Jiggiri Records, Inc.",0.815,0.856,1,-3.825,0,0.122,0.4,0.0000834,0.244,0.872,91.995,4
spotify:track:47D1TIULCsrnqi4qs98Eur,"Tu Príncipe","Barrio Fino (Bonus Track Version)","Daddy Yankee;Zion & Lennox",2004-07-13,205520,78,false,julianchy,2026-02-22T22:34:20Z,"reggaeton,latin","Craft Latino",0.77,0.804,4,-5.479,1,0.0623,0.16,0.00001,0.193,0.568,94.017,4
spotify:track:5FThh5HSLORWCw9edEIdW5,"Ven Bailalo (Reggaeton Mix)","Ven Bailalo (Reggaeton Mix)","Angel Y Khriz",2023-04-01,251733,63,false,julianchy,2026-02-22T22:34:26Z,"reggaeton","Los MVP's",0.649,0.946,1,-4.43,0,0.0387,0.121,0.00424,0.203,0.724,97.008,4
spotify:track:0xJFWROBNTBL4sKEuA5pm6,"Guatauba","Guatauba XXX","Plan B",2002-05-10,162400,76,true,julianchy,2026-02-22T22:34:30Z,"reggaeton","Rimas Classics LLC.",0.804,0.745,4,-5.963,0,0.229,0.00849,0.000942,0.0378,0.635,183.985,4
spotify:track:3J6vrRMz6EfwH2sgYiyNhc,"Oye Mi Canto","N.O.R.E. Y La Familia","N.O.R.E.;Daddy Yankee;Nina Sky;Gemstar;Big Mato",2006-07-18,240973,72,true,julianchy,2026-02-22T22:34:35Z,"reggaeton,latin","Roc La Familia",0.677,0.946,6,-2.887,1,0.0548,0.184,0.00000373,0.274,0.948,96.011,4
spotify:track:4nt5qwSYkN4d3v57v4bB72,"Criminal","Criminal","NATTI NATASHA;Ozuna",2017-09-01,232549,74,true,julianchy,2026-02-22T22:34:39Z,"reggaeton,latin,urbano latino,bachata,trap latino","Pina Records",0.834,0.806,2,-2.88,0,0.0595,0.0387,0.0000384,0.241,0.791,79.996,4
spotify:track:40a82F3K2UTbeoLlXXXZBd,"Lo Que Pasó, Pasó","Barrio Fino (Bonus Track Version)","Daddy Yankee",2004-07-13,210933,80,false,julianchy,2026-02-22T22:34:41Z,"reggaeton,latin","Craft Latino",0.819,0.741,8,-6.538,0,0.0412,0.104,0,0.283,0.84,97.014,4
spotify:track:4Xtlw8oXkIOvzV7crUBKeZ,"Rompe","Barrio Fino En Directo","Daddy Yankee",2005-01-01,188626,80,true,julianchy,2026-02-22T22:34:44Z,"reggaeton,latin","Interscope/El Cartel",0.696,0.858,9,-5.155,1,0.0859,0.0727,0.00000319,0.0631,0.533,176.061,4
